TextTweet,Compound Score,Sentiments
"Sis, if the campus is independent but chooses non-linear moves, the original ones or if you take cross-styles like that, do you still convert credits or not?",0.8573,Positif
"the sender is confused about the task of empowering the dhuafa to ask for funds, min. million, the sender has already done a social fundraising campaign, where do the proposals go?",-0.3182,Negatif
"Please don't fill in the questionnaire, the criteria for students are active, let's help, guys, I need respondents",0.7717,Positif
asked if the strbux charger sender worked there hehe thanks already,0.4404,Positif
"Mothers, guys, translate the children who are dizzy with their thesis",-0.2263,Negatif
"so after gathering the committee to eat seafood, my head is so dizzy, isn't it, when I eat seafood, I'm so dizzy that I take it to sleep, can I get enough",-0.6101,Negatif
circle until semester god favorite,0.6249,Positif
"Feel the beauty privilege of the world of college, guys. Tell me, you know the story, sometimes the sender factor is sometimes really obvious",0.743,Positif
"When working on a thesis, a friend is forced to understand how to guide, how is the motivation, how do you manage to think, so that you can do the thesis",0.3818,Positif
"after the self-rewards are finished, why is the sender playing rp wkwkw",0.2023,Positif
"How about the task of this article, God, copy and paste the rest",0.2732,Positif
Gaius Sender Ovat Bagut Saran said,0.0,Netral
"msib, internships, internships are mandatory on campus, what about compulsory internships, senders are confused",-0.25,Negatif
"I've made a table of contents using the right click on the paragraph and space gin dots, how do you solve it? I've changed the size of the tab stop position, but the spaces are still gt dots",0.3506,Positif
info articles news topics labor demonstrations salary matters labor wages,0.0258,Positif
the crying group member task,-0.4767,Negatif
action btw dprd diy,0.0,Netral
"Guys, healthy kids teach courses in healthy law, how about that article, how can I memorize tomorrow's essay exam, bye, the world will suck if it doesn't work",0.3612,Positif
pj is copied to make it really feel like the variable numbers are just different,0.4173,Positif
guys reporting plagiarism of assignments gt pj lecturers feel plagiarized group assignments of people are really good fortunately the group went first it's good to have reported cont,0.8016,Positif
vegan boarding house kids eat fast food plus it's cheap if they eat geprek chicken,0.0,Netral
"If you go to a Korean university, take a language degree class if you're looking for info like this name",0.3612,Positif
"Sis, you made an independent campus account using your personal email. The campus email is abysmal, using your personal account",0.0,Netral
ken deh scholarship unnes,0.0,Netral
"Murmer's design college laptop is crazy, core tiger lake ram gb ddr mhz dual channel ssd nvme gb sata blank gpu nvidia gefore mx windows office clock battery gin prices are really toxic",-0.34,Negatif
"Guys, study, of course the GPA, the grades, take the assignments, just take the old, all that's left is the thesis, the bomb is finished",0.6124,Positif
"MK's job, professional ethics, has not caught on. Original thought, answer, negotiation, group strategy, winning group, there is a bright light",0.6529,Positif
try out the limit of the wide try out is different please explain thanks already,0.6369,Positif
confused,-0.3182,Negatif
how do you do it?,0.0,Netral
Ask for inspirational thesis titles,0.5106,Positif
"Guys, if the Lapkeu analysis uses data to report interim consolidated money, I'm sorry, layman, sob",-0.3182,Negatif
How are you at home?,0.0,Netral
"Guys, I'm a conference committee, now the event is over at my brother's house, set the clock if you go home first, the responsibility is that you're afraid to go home, it won't be good cont",-0.3412,Negatif
pick up the sender for a moment shake hima mending tia,0.3818,Positif
per mile huh?,0.0,Netral
"Are you looking for event theme ideas, how about the event yet",0.0,Netral
Hoi temen temen suka nugus pakke canwae bagibagi link join team kanwa adu premium punya freee no amap join aja rapapp,-0.2235,Negatif
"Take a break first, guys. Be enthusiastic, bye chicken menu",0.4939,Positif
help open the repository um guys need your help,0.6597,Positif
Do you know how to publish online media articles?,0.0,Netral
"when I'm interested in charging the laptop battery, it's weak, it's lazy to work, but it's a shame that the laptop, if you use charging, if it's full, it's useless to turn on the laptop and play the cellphone",-0.765,Negatif
"Save online lecture recordings because my storage is full if I upload YouTube in private mode, it's safe",0.7269,Positif
Do you know how to invite lecture speakers?,0.1531,Positif
"Hi, I'm sorry, bro, I've finished my thesis. The thesis actually makes it difficult to the point where I'm stressed, tired, etc",-0.7964,Negatif
aaa the exam assignments have been completed in vain the day of the assignment when the plagiarism check was low I swear like that ng pls,-0.3182,Negatif
"hello, do you use sharia banks if you help, fill out the questionnaire, hihi, reply, I'll send the link, thanks",0.6808,Positif
"Tomorrow's English speaking test is easy, the topic is Kaesang getting married to Lord Rangga Batik World Cup",0.4404,Positif
"friends, please fill out the scriptsweet questionnaire, full of requirements, fill in the questionnaire, drop the link in the reply column, thank you in advance",0.7003,Positif
"determine the significant regression variable, what are the results, is SPSS very confused, explained by the lecturer, in short, Google also made it confusing, thanks for that",0.0534,Positif
"You know, downloading the Academia file requires an assignment reference, thanks",0.4404,Positif
let go of the peanuts so that the stress is enough,-0.4703,Negatif
"the vn sticker war continues to go wrong when I have time to make a video to reminisce about, Jedug is confused, sad, when he talks about all the memorable stories with village children, kkn",-0.9081,Negatif
kkn already sender gc wa groups with children from elementary to junior high school villages teach actively ask how are you doing bro village etc. reply there is an appointment for a quiet group cont,0.3182,Positif
asking one of the variables the influence of the hypothesis carefully,0.128,Positif
"guys, please help like the internship project assignment, no semester grades, the link is rep, thank you",0.7783,Positif
"Greetings, friends, friends, enemies because of the thought, wkwkkwkw, luckily, Nolep invites the successful team",0.9169,Positif
"Brother, friend, understand the difference in the results of cob coordination of benefits, friend, I've searched Google and found it",0.8402,Positif
friends of the course hero account help unlock the doc if dm,0.8555,Positif
"Guysss, different sig levels, test directions, bro, I'm confused",-0.3182,Negatif
"friend, thank you",0.6908,Positif
"Friends, friends, victims of deceitful catfish identity, direction, relationship, interview, identity, narcotics, sensors, my friend, please do a thesis to add another semester later, dm cont",0.7579,Positif
can the activity use the hands of prayer friends so that the sender recovers quickly,0.4767,Positif
"sender has a story to tell, actually, on Sunday, the task of presenting, for a while, testing qodarullah, sender was so bad that he broke a bone, he didn't go to college, he was confused about what to do with college assignments when he was working on cont",-0.8622,Negatif
"Sender course, please download the file, it really needs material",0.3182,Positif
"Guys, the sender's boarding house is aware of moving the offline college semester boarding house, the promise is to move",0.2023,Positif
"friends belonging to petshop, if you ask for ingredients, thank you carefully",0.7269,Positif
ask the campus to open an ethics test if please reply urgent,0.4767,Positif
